"Duration","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
234,"2019-04-01 06:17:38","2019-04-01 06:21:33",31602,"Park Rd & Holmead Pl NW",31117,"15th & Euclid St  NW","W21461","Member"
608,"2019-04-01 06:18:07","2019-04-01 06:28:15",31013,"Eads St & 22nd St S",31915,"Powhatan St & Bashford Ln",75515,"Member"
1286,"2019-04-01 06:18:10","2019-04-01 06:39:37",31639,"2nd & G St NE",31249,"Jefferson Memorial","W01031","Member"
1475,"2019-04-01 06:18:12","2019-04-01 06:42:48",31126,"11th & Girard St NW",31249,"Jefferson Memorial","W23850","Member"
222,"2019-04-01 06:18:12","2019-04-01 06:21:55",31003,"Crystal Dr & 15th St S",31012,"Clark St & 26th St S","W23165","Member"
118,"2019-04-01 06:18:13","2019-04-01 06:20:11",31307,"3000 Connecticut Ave NW / National Zoo",31305,"Connecticut Ave & Newark St NW / Cleveland Park",78315,"Member"
484,"2019-04-01 06:18:22","2019-04-01 06:26:27",31655,"New Jersey Ave & F St NW",31263,"10th & K St NW","W23517","Member"
666,"2019-04-01 06:18:26","2019-04-01 06:29:33",31265,"5th St & Massachusetts Ave NW",31100,"19th St & Pennsylvania Ave NW","W00554","Member"
1715,"2019-04-01 06:18:31","2019-04-01 06:47:06",31405,"Georgia Ave & Emerson St NW",31218,"L'Enfant Plaza / 7th & C St SW","W23563","Member"
2366,"2019-04-01 06:19:41","2019-04-01 06:59:08",31260,"23rd & E St NW ",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W20079","Casual"
498,"2019-04-01 06:20:05","2019-04-01 06:28:24",31623,"Columbus Circle / Union Station",31208,"M St & New Jersey Ave SE","W23671","Member"
4042,"2019-04-01 06:20:10","2019-04-01 07:27:33",31260,"23rd & E St NW ",31258,"Lincoln Memorial","W21584","Member"
372,"2019-04-01 06:20:38","2019-04-01 06:26:50",31629,"8th & East Capitol St NE",31605,"3rd & D St SE","W22920","Member"
777,"2019-04-01 06:20:54","2019-04-01 06:33:51",31121,"Calvert St & Woodley Pl NW",31275,"New Hampshire Ave & 24th St NW","W23510","Member"
257,"2019-04-01 06:20:59","2019-04-01 06:25:16",31229,"New Hampshire Ave & T St NW",31119,"14th & Belmont St NW","W23263","Member"
369,"2019-04-01 06:21:04","2019-04-01 06:27:13",31273,"Hains Point/Buckeye & Ohio Dr SW",31609,"Maine Ave & 7th St SW","W23665","Member"
684,"2019-04-01 06:21:09","2019-04-01 06:32:33",31119,"14th & Belmont St NW",31121,"Calvert St & Woodley Pl NW","W23711","Member"
290,"2019-04-01 06:21:50","2019-04-01 06:26:40",31284,"18th & C St NW",31231,"14th & D St NW / Ronald Reagan Building",75535,"Member"
283,"2019-04-01 06:21:58","2019-04-01 06:26:41",31101,"14th & V St NW",31202,"14th & R St NW","W20832","Member"
597,"2019-04-01 06:22:03","2019-04-01 06:32:00",31241,"Thomas Circle",31116,"California St & Florida Ave NW","W01186","Member"
631,"2019-04-01 06:22:06","2019-04-01 06:32:38",31641,"2nd St & Massachusetts Ave NE",31217,"USDA / 12th & C St SW","W21029","Member"
592,"2019-04-01 06:22:10","2019-04-01 06:32:02",31655,"New Jersey Ave & F St NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W01324","Member"
261,"2019-04-01 06:22:20","2019-04-01 06:26:42",31647,"7th St & Massachusetts Ave NE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01014","Member"
690,"2019-04-01 06:22:25","2019-04-01 06:33:56",31600,"5th & K St NW",31213,"17th & K St NW","W23201","Member"
1376,"2019-04-01 06:23:16","2019-04-01 06:46:12",31622,"13th & D St NE",31259,"20th St & Virginia Ave NW","W23472","Member"
235,"2019-04-01 06:23:49","2019-04-01 06:27:45",31202,"14th & R St NW",31239,"Rhode Island & Connecticut Ave NW","W21890","Member"
250,"2019-04-01 06:23:54","2019-04-01 06:28:05",31229,"New Hampshire Ave & T St NW",31200,"Massachusetts Ave & Dupont Circle NW","W00196","Member"
314,"2019-04-01 06:24:02","2019-04-01 06:29:17",32029,"Offutt Ln & Chevy Chase Dr",32046,"River Rd & Landy Ln","E00073","Member"
137,"2019-04-01 06:24:22","2019-04-01 06:26:39",31604,"3rd & H St NW",31621,"4th & D St NW / Judiciary Square","W22180","Member"
306,"2019-04-01 06:24:47","2019-04-01 06:29:53",31201,"15th & P St NW",31268,"12th & U St NW","W01375","Member"
285,"2019-04-01 06:24:48","2019-04-01 06:29:33",31626,"15th St & Massachusetts Ave SE",31610,"Eastern Market / 7th & North Carolina Ave SE","W23163","Member"
327,"2019-04-01 06:24:58","2019-04-01 06:30:25",31245,"7th & R St NW / Shaw Library",31228,"8th & H St NW","W22239","Member"
564,"2019-04-01 06:25:10","2019-04-01 06:34:34",31218,"L'Enfant Plaza / 7th & C St SW",31228,"8th & H St NW","W00120","Member"
846,"2019-04-01 06:25:18","2019-04-01 06:39:25",31401,"14th St & Spring Rd NW",31213,"17th & K St NW","W20952","Member"
519,"2019-04-01 06:25:19","2019-04-01 06:33:58",31509,"New Jersey Ave & R St NW",31216,"14th St & New York Ave NW","W21694","Member"
1010,"2019-04-01 06:25:35","2019-04-01 06:42:26",31202,"14th & R St NW",31507,"1st & Washington Hospital Center NW","W20108","Member"
190,"2019-04-01 06:25:45","2019-04-01 06:28:56",31102,"11th & Kenyon St NW",31649,"14th & Newton St NW",75579,"Member"
1996,"2019-04-01 06:25:52","2019-04-01 06:59:09",31628,"1st & K St SE",31258,"Lincoln Memorial",78126,"Member"
1101,"2019-04-01 06:26:10","2019-04-01 06:44:32",31403,"5th & Kennedy St NW",31281,"8th & O St NW","W22866","Member"
291,"2019-04-01 06:26:21","2019-04-01 06:31:12",31118,"3rd & Elm St NW",31519,"1st & O St NW","W23625","Member"
221,"2019-04-01 06:26:42","2019-04-01 06:30:23",31631,"8th & F St NE",31623,"Columbus Circle / Union Station",78345,"Member"
1180,"2019-04-01 06:27:52","2019-04-01 06:47:33",31417,"Kansas Ave & Sherman Cr NW",31128,"23rd & M St NW","W23236","Member"
456,"2019-04-01 06:28:06","2019-04-01 06:35:42",31641,"2nd St & Massachusetts Ave NE",31232,"7th & F St NW / National Portrait Gallery","W21009","Member"
6092,"2019-04-01 06:28:07","2019-04-01 08:09:39",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW","W21550","Member"
6089,"2019-04-01 06:28:11","2019-04-01 08:09:41",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW","W20948","Member"
306,"2019-04-01 06:28:42","2019-04-01 06:33:49",31282,"16th & R St NW",31281,"8th & O St NW","W23706","Member"
1738,"2019-04-01 06:29:34","2019-04-01 06:58:33",32046,"River Rd & Landy Ln",31260,"23rd & E St NW ","E00073","Member"
580,"2019-04-01 06:29:51","2019-04-01 06:39:31",31519,"1st & O St NW",31241,"Thomas Circle","W21371","Member"
664,"2019-04-01 06:29:53","2019-04-01 06:40:57",31104,"Adams Mill & Columbia Rd NW",31213,"17th & K St NW","W22313","Member"
459,"2019-04-01 06:30:28","2019-04-01 06:38:08",31243,"4th & C St SW",31604,"3rd & H St NW","W01180","Member"
604,"2019-04-01 06:31:17","2019-04-01 06:41:21",31622,"13th & D St NE",31652,"4th & M St SE","W23935","Member"
764,"2019-04-01 06:31:42","2019-04-01 06:44:26",31312,"Wisconsin Ave & O St NW",31238,"14th & G St NW","W23687","Member"
5174,"2019-04-01 06:32:11","2019-04-01 07:58:26",31270,"8th & D St NW",31233,"17th & K St NW / Farragut Square","W22077","Casual"
675,"2019-04-01 06:32:16","2019-04-01 06:43:32",31522,"2nd St & Seaton Pl NE",31623,"Columbus Circle / Union Station","W21773","Member"
411,"2019-04-01 06:32:33","2019-04-01 06:39:24",31229,"New Hampshire Ave & T St NW",31275,"New Hampshire Ave & 24th St NW","W20793","Member"
681,"2019-04-01 06:32:45","2019-04-01 06:44:07",31207,"Georgia Ave and Fairmont St NW",31404,"9th & Upshur St NW","W01147","Member"
347,"2019-04-01 06:32:49","2019-04-01 06:38:36",31241,"Thomas Circle",31228,"8th & H St NW","W21993","Casual"
701,"2019-04-01 06:33:03","2019-04-01 06:44:45",31102,"11th & Kenyon St NW",31128,"23rd & M St NW",78191,"Member"
1917,"2019-04-01 06:33:26","2019-04-01 07:05:24",31127,"22nd & H St NW",31258,"Lincoln Memorial","W01430","Casual"
1871,"2019-04-01 06:33:32","2019-04-01 07:04:43",31127,"22nd & H St NW",31258,"Lincoln Memorial","W21236","Casual"
225,"2019-04-01 06:33:52","2019-04-01 06:37:38",31229,"New Hampshire Ave & T St NW",31234,"20th & O St NW / Dupont South","W23597","Member"
192,"2019-04-01 06:34:03","2019-04-01 06:37:15",31263,"10th & K St NW",31265,"5th St & Massachusetts Ave NW","W20303","Member"
1588,"2019-04-01 06:34:03","2019-04-01 07:00:31",31628,"1st & K St SE",31249,"Jefferson Memorial","W21560","Member"
657,"2019-04-01 06:34:38","2019-04-01 06:45:35",31615,"6th & H St NE",31264,"6th St & Indiana Ave NW","W01402","Member"
812,"2019-04-01 06:34:43","2019-04-01 06:48:16",31102,"11th & Kenyon St NW",31213,"17th & K St NW","W22709","Member"
2620,"2019-04-01 06:34:51","2019-04-01 07:18:31",31249,"Jefferson Memorial",31247,"Jefferson Dr & 14th St SW","W22910","Casual"
342,"2019-04-01 06:35:30","2019-04-01 06:41:12",31600,"5th & K St NW",31637,"North Capitol St & G Pl NE","W23903","Member"
525,"2019-04-01 06:35:32","2019-04-01 06:44:18",31220,"US Dept of State / Virginia Ave & 21st St NW",31219,"10th St & Constitution Ave NW","W00273","Member"
519,"2019-04-01 06:35:36","2019-04-01 06:44:16",31030,"Lee Hwy & N Adams St",31023,"Fairfax Dr & Wilson Blvd","W21673","Member"
271,"2019-04-01 06:36:12","2019-04-01 06:40:44",31606,"Potomac & Pennsylvania Ave SE",31635,"Potomac Ave & 8th St SE","W22697","Member"
306,"2019-04-01 06:36:25","2019-04-01 06:41:32",31046,"Henry St & Pendleton St",31085,"Mount Vernon Ave & E Nelson Ave","W20783","Member"
529,"2019-04-01 06:36:27","2019-04-01 06:45:17",31623,"Columbus Circle / Union Station",31218,"L'Enfant Plaza / 7th & C St SW","W23915","Member"
238,"2019-04-01 06:36:49","2019-04-01 06:40:47",31108,"4th & M St SW",31244,"4th & E St SW","W22187","Member"
1026,"2019-04-01 06:36:54","2019-04-01 06:54:00",31310,"Connecticut & Nebraska Ave NW",31122,"16th & Irving St NW","W23916","Member"
278,"2019-04-01 06:36:59","2019-04-01 06:41:38",31108,"4th & M St SW",31609,"Maine Ave & 7th St SW","W20618","Member"
1221,"2019-04-01 06:37:15","2019-04-01 06:57:37",31522,"2nd St & Seaton Pl NE",31250,"20th & L St NW","W23836","Member"
305,"2019-04-01 06:37:34","2019-04-01 06:42:39",31071,"Eads St & 12th St S",31011,"Crystal Dr & 23rd St S","W23555","Member"
1011,"2019-04-01 06:37:39","2019-04-01 06:54:30",31524,"Montello Ave & Holbrook Terr NE",31650,"1st & M St SE","W24105","Member"
270,"2019-04-01 06:37:50","2019-04-01 06:42:21",31278,"18th & R St NW",31114,"18th St & Wyoming Ave NW","W23990","Member"
230,"2019-04-01 06:38:46","2019-04-01 06:42:36",31412,"3rd St & Riggs Rd NE",31515,"Fort Totten Metro",75485,"Member"
1860,"2019-04-01 06:38:48","2019-04-01 07:09:49",31219,"10th St & Constitution Ave NW",31633,"Independence Ave & L'Enfant Plaza SW/DOE","W00218","Member"
540,"2019-04-01 06:39:41","2019-04-01 06:48:42",31513,"Rhode Island Ave & V St NE",31201,"15th & P St NW","W23359","Member"
1195,"2019-04-01 06:39:47","2019-04-01 06:59:43",31117,"15th & Euclid St  NW",31249,"Jefferson Memorial","W21461","Member"
333,"2019-04-01 06:39:56","2019-04-01 06:45:29",31266,"11th & M St NW",31201,"15th & P St NW","W23799","Member"
290,"2019-04-01 06:40:12","2019-04-01 06:45:03",31636,"New Jersey Ave & N St NW/Dunbar HS",31232,"7th & F St NW / National Portrait Gallery",78254,"Member"
211,"2019-04-01 06:40:28","2019-04-01 06:44:00",31631,"8th & F St NE",31623,"Columbus Circle / Union Station","W24001","Member"
638,"2019-04-01 06:41:08","2019-04-01 06:51:47",31623,"Columbus Circle / Union Station",31634,"3rd & Tingey St SE","W23548","Member"
275,"2019-04-01 06:41:15","2019-04-01 06:45:51",32026,"Carroll & Ethan Allen Ave",31408,"Takoma Metro","W20674","Member"
702,"2019-04-01 06:41:23","2019-04-01 06:53:06",31116,"California St & Florida Ave NW",31127,"22nd & H St NW","W01186","Member"
178,"2019-04-01 06:41:35","2019-04-01 06:44:33",31635,"Potomac Ave & 8th St SE",31652,"4th & M St SE","W24092","Member"
497,"2019-04-01 06:41:50","2019-04-01 06:50:08",31256,"10th & E St NW",31283,"14th & L St NW","W22844","Member"
278,"2019-04-01 06:41:58","2019-04-01 06:46:37",31265,"5th St & Massachusetts Ave NW",31230,"Metro Center / 12th & G St NW","W21871","Member"
238,"2019-04-01 06:42:05","2019-04-01 06:46:04",31241,"Thomas Circle",31239,"Rhode Island & Connecticut Ave NW","W21274","Member"
938,"2019-04-01 06:42:34","2019-04-01 06:58:12",31114,"18th St & Wyoming Ave NW",31308,"39th & Veazey St NW",75748,"Member"
2929,"2019-04-01 06:42:44","2019-04-01 07:31:33",31220,"US Dept of State / Virginia Ave & 21st St NW",31290,"17th St & Independence Ave SW","W01050","Member"
380,"2019-04-01 06:42:59","2019-04-01 06:49:20",31116,"California St & Florida Ave NW",31213,"17th & K St NW","W21926","Member"
138,"2019-04-01 06:43:11","2019-04-01 06:45:30",31114,"18th St & Wyoming Ave NW",31278,"18th & R St NW","W00928","Member"
266,"2019-04-01 06:43:23","2019-04-01 06:47:50",31125,"15th & W St NW",31324,"18th & New Hampshire Ave NW","W00006","Member"
940,"2019-04-01 06:43:39","2019-04-01 06:59:20",31640,"Maryland Ave & E St NE",31243,"4th & C St SW","W20899","Member"
99,"2019-04-01 06:43:53","2019-04-01 06:45:32",31309,"Fessenden St & Wisconsin Ave NW",31317,"Wisconsin Ave & Ingomar St NW","E00126","Member"
337,"2019-04-01 06:44:03","2019-04-01 06:49:40",31623,"Columbus Circle / Union Station",31643,"1st & D St SE","W21773","Member"
241,"2019-04-01 06:44:10","2019-04-01 06:48:12",31229,"New Hampshire Ave & T St NW",31201,"15th & P St NW","W23963","Member"
254,"2019-04-01 06:44:20","2019-04-01 06:48:34",31234,"20th & O St NW / Dupont South",31201,"15th & P St NW","W21431","Member"
218,"2019-04-01 06:44:35","2019-04-01 06:48:14",31093,"21st St & N Pierce St",31014,"Lynn St & 19th St North","W00095","Member"
449,"2019-04-01 06:44:38","2019-04-01 06:52:07",31102,"11th & Kenyon St NW",31119,"14th & Belmont St NW","W01411","Member"
863,"2019-04-01 06:44:46","2019-04-01 06:59:09",31923,"Columbia Pike & S Taylor St",31037,"Ballston Metro / Stuart St & 9th St N","W23261","Member"
4733,"2019-04-01 06:44:55","2019-04-01 08:03:49",31294,"7th & E St SW",31321,"15th St & Constitution Ave NW","W23901","Casual"
392,"2019-04-01 06:45:02","2019-04-01 06:51:34",31600,"5th & K St NW",31254,"15th & K St NW","W23828","Member"
294,"2019-04-01 06:45:38","2019-04-01 06:50:33",31621,"4th & D St NW / Judiciary Square",31272,"Washington & Independence Ave SW/HHS","W22180","Member"
1363,"2019-04-01 06:45:40","2019-04-01 07:08:24",31631,"8th & F St NE",31253,"19th & K St NW","W24010","Member"
1044,"2019-04-01 06:45:46","2019-04-01 07:03:10",31312,"Wisconsin Ave & O St NW",31247,"Jefferson Dr & 14th St SW","W01092","Member"
263,"2019-04-01 06:46:17","2019-04-01 06:50:41",31605,"3rd & D St SE",31652,"4th & M St SE","W21526","Member"
694,"2019-04-01 06:46:18","2019-04-01 06:57:53",31286,"11th & O St NW",31101,"14th & V St NW",75427,"Member"
285,"2019-04-01 06:46:57","2019-04-01 06:51:43",31124,"14th & Irving St NW",31111,"10th & U St NW",78393,"Member"
369,"2019-04-01 06:46:58","2019-04-01 06:53:07",31623,"Columbus Circle / Union Station",31243,"4th & C St SW","W24001","Member"
181,"2019-04-01 06:47:00","2019-04-01 06:50:02",31080,"Lee Hwy & N Scott St",31014,"Lynn St & 19th St North","W00969","Member"
1832,"2019-04-01 06:47:19","2019-04-01 07:17:51",31524,"Montello Ave & Holbrook Terr NE",31110,"20th St & Florida Ave NW","W22609","Member"
395,"2019-04-01 06:47:26","2019-04-01 06:54:01",31241,"Thomas Circle",31277,"17th & G St NW",77584,"Member"
423,"2019-04-01 06:47:26","2019-04-01 06:54:29",31401,"14th St & Spring Rd NW",31117,"15th & Euclid St  NW","W20979","Member"
602,"2019-04-01 06:47:33","2019-04-01 06:57:36",31238,"14th & G St NW",31223,"Convention Center / 7th & M St NW","W01420","Member"
766,"2019-04-01 06:47:53","2019-04-01 07:00:39",31623,"Columbus Circle / Union Station",31244,"4th & E St SW",78345,"Member"
488,"2019-04-01 06:48:03","2019-04-01 06:56:12",31623,"Columbus Circle / Union Station",31263,"10th & K St NW","W22279","Member"
714,"2019-04-01 06:48:06","2019-04-01 07:00:00",31623,"Columbus Circle / Union Station",31635,"Potomac Ave & 8th St SE","W20165","Member"
301,"2019-04-01 06:48:19","2019-04-01 06:53:21",31201,"15th & P St NW",31291,"Vermont Ave & I St NW","W00987","Member"
615,"2019-04-01 06:48:23","2019-04-01 06:58:38",31623,"Columbus Circle / Union Station",31243,"4th & C St SW","W23029","Member"
535,"2019-04-01 06:48:24","2019-04-01 06:57:20",31268,"12th & U St NW",31104,"Adams Mill & Columbia Rd NW","W23779","Member"
174,"2019-04-01 06:48:34","2019-04-01 06:51:28",31089,"Court House Metro / 15th St & N Uhle St",31016,"Clarendon Blvd & Pierce St","W00914","Member"
403,"2019-04-01 06:49:08","2019-04-01 06:55:51",31503,"Florida Ave & R St NW",31223,"Convention Center / 7th & M St NW","W23626","Member"
496,"2019-04-01 06:49:21","2019-04-01 06:57:38",31275,"New Hampshire Ave & 24th St NW",31299,"Connecticut Ave & R St NW","W22980","Member"
1489,"2019-04-01 06:49:25","2019-04-01 07:14:14",31093,"21st St & N Pierce St",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W23697","Member"
176,"2019-04-01 06:50:13","2019-04-01 06:53:10",31263,"10th & K St NW",31216,"14th St & New York Ave NW","W21205","Member"
192,"2019-04-01 06:50:19","2019-04-01 06:53:32",32025,"Carroll & Westmoreland Ave",32026,"Carroll & Ethan Allen Ave","W21670","Member"
968,"2019-04-01 06:50:22","2019-04-01 07:06:30",31306,"39th & Calvert St NW / Stoddert",31109,"7th & T St NW","W23907","Member"
985,"2019-04-01 06:51:03","2019-04-01 07:07:28",31511,"12th & Irving St NE",31623,"Columbus Circle / Union Station",78173,"Member"
1033,"2019-04-01 06:51:10","2019-04-01 07:08:24",31103,"16th & Harvard St NW",31616,"3rd & H St NE","W24160","Member"
1241,"2019-04-01 06:51:10","2019-04-01 07:11:52",31089,"Court House Metro / 15th St & N Uhle St",31219,"10th St & Constitution Ave NW","W21409","Member"
874,"2019-04-01 06:51:19","2019-04-01 07:05:53",31124,"14th & Irving St NW",31257,"22nd & I St NW / Foggy Bottom",75611,"Member"
283,"2019-04-01 06:51:27","2019-04-01 06:56:10",32027,"Battery Ln & Trolley Trail",32048,"Bethesda Metro / Wisconsin Ave & Old Georgetown Rd","W20302","Member"
872,"2019-04-01 06:51:27","2019-04-01 07:06:00",31105,"14th & Harvard St NW",31231,"14th & D St NW / Ronald Reagan Building","W21231","Member"
839,"2019-04-01 06:51:28","2019-04-01 07:05:28",31916,"Potomac Ave & Swann Ave",31003,"Crystal Dr & 15th St S","W23313","Member"
451,"2019-04-01 06:51:31","2019-04-01 06:59:02",31641,"2nd St & Massachusetts Ave NE",31652,"4th & M St SE","W23133","Member"
363,"2019-04-01 06:51:50","2019-04-01 06:57:53",31627,"3rd & M St NE",31505,"Eckington Pl & Q St NE","W20706","Member"
1075,"2019-04-01 06:51:52","2019-04-01 07:09:47",31506,"1st & Rhode Island Ave NW",31643,"1st & D St SE","W22178","Casual"
929,"2019-04-01 06:51:54","2019-04-01 07:07:23",31503,"Florida Ave & R St NW",31224,"19th & L St NW","W00207","Member"
967,"2019-04-01 06:52:13","2019-04-01 07:08:21",31302,"Wisconsin Ave & Newark St NW",31238,"14th & G St NW","W20535","Member"
2038,"2019-04-01 06:52:15","2019-04-01 07:26:13",31650,"1st & M St SE",31650,"1st & M St SE","W20385","Casual"
2030,"2019-04-01 06:52:15","2019-04-01 07:26:05",31650,"1st & M St SE",31650,"1st & M St SE","W21447","Casual"
2282,"2019-04-01 06:52:17","2019-04-01 07:30:19",31610,"Eastern Market / 7th & North Carolina Ave SE",31277,"17th & G St NW","W21147","Member"
243,"2019-04-01 06:52:18","2019-04-01 06:56:22",31286,"11th & O St NW",31230,"Metro Center / 12th & G St NW","W01129","Member"
265,"2019-04-01 06:52:52","2019-04-01 06:57:18",31603,"1st & M St NE",31519,"1st & O St NW","W20762","Member"
347,"2019-04-01 06:52:58","2019-04-01 06:58:46",31212,"21st & M St NW",31100,"19th St & Pennsylvania Ave NW","W23864","Member"
2442,"2019-04-01 06:53:07","2019-04-01 07:33:50",31610,"Eastern Market / 7th & North Carolina Ave SE",31205,"21st & I St NW","W20530","Member"
